Data Generated by    ,Optosky
Save time:,2022/4/4 17:29:55
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0063
207.113,0.0063
207.498,0.0063
207.884,0.0063
208.269,0.0063
208.655,0.0063
209.040,0.0063
209.426,0.0063
209.812,0.0063
210.197,0.0068
210.583,0.0079
210.969,0.0071
211.355,0.0069
211.741,0.0075
212.127,0.0076
212.513,0.0083
212.899,0.0090
213.285,0.0079
213.671,0.0073
214.057,0.0076
214.443,0.0074
214.829,0.0074
215.215,0.0077
215.602,0.0075
215.988,0.0079
216.374,0.0076
216.761,0.0087
217.147,0.0096
217.534,0.0091
217.920,0.0085
218.307,0.0090
218.694,0.0096
219.080,0.0090
219.467,0.0079
219.854,0.0081
220.240,0.0089
220.627,0.0093
221.014,0.0097
221.401,0.0095
221.788,0.0100
222.175,0.0109
222.562,0.0111
222.949,0.0110
223.336,0.0111
223.723,0.0121
224.110,0.0126
224.497,0.0122
224.885,0.0120
225.272,0.0131
225.659,0.0138
226.047,0.0127
226.434,0.0130
226.822,0.0134
227.209,0.0145
227.597,0.0141
227.984,0.0162
228.372,0.0164
228.759,0.0171
229.147,0.0177
229.535,0.0183
229.923,0.0195
230.310,0.0195
230.698,0.0202
231.086,0.0202
231.474,0.0208
231.862,0.0218
232.250,0.0224
232.638,0.0232
233.026,0.0236
233.414,0.0242
233.802,0.0250
234.191,0.0253
234.579,0.0262
234.967,0.0269
235.355,0.0276
235.744,0.0273
236.132,0.0274
236.521,0.0274
236.909,0.0286
237.298,0.0290
237.686,0.0293
238.075,0.0290
238.463,0.0296
238.852,0.0290
239.241,0.0299
239.629,0.0310
240.018,0.0313
240.407,0.0310
240.796,0.0316
241.185,0.0318
241.574,0.0329
241.963,0.0323
242.352,0.0327
242.741,0.0320
243.130,0.0325
243.519,0.0328
243.908,0.0331
244.297,0.0325
244.687,0.0325
245.076,0.0321
245.465,0.0317
245.855,0.0316
246.244,0.0321
246.634,0.0328
247.023,0.0322
247.413,0.0325
247.802,0.0327
248.192,0.0336
248.581,0.0339
248.971,0.0328
249.361,0.0327
249.751,0.0342
250.140,0.0354
250.530,0.0349
250.920,0.0344
251.310,0.0348
251.700,0.0347
252.090,0.0349
252.480,0.0349
252.870,0.0352
253.260,0.0349
253.650,0.0352
254.040,0.0355
254.431,0.0356
254.821,0.0356
255.211,0.0346
255.601,0.0351
255.992,0.0347
256.382,0.0350
256.773,0.0348
257.163,0.0353
257.554,0.0353
257.944,0.0341
258.335,0.0332
258.725,0.0318
259.116,0.0320
259.507,0.0317
259.898,0.0322
260.288,0.0324
260.679,0.0321
261.070,0.0323
261.461,0.0329
261.852,0.0323
262.243,0.0327
262.634,0.0315
263.025,0.0313
263.416,0.0317
263.807,0.0311
264.198,0.0313
264.589,0.0309
264.981,0.0304
265.372,0.0304
265.763,0.0295
266.155,0.0288
266.546,0.0282
266.937,0.0294
267.329,0.0293
267.720,0.0286
268.112,0.0291
268.504,0.0294
268.895,0.0291
269.287,0.0296
269.678,0.0292
270.070,0.0286
270.462,0.0287
270.854,0.0291
271.246,0.0285
271.637,0.0283
272.029,0.0293
272.421,0.0294
272.813,0.0300
273.205,0.0298
273.597,0.0299
273.989,0.0307
274.382,0.0305
274.774,0.0303
275.166,0.0303
275.558,0.0312
275.950,0.0310
276.343,0.0313
276.735,0.0322
277.127,0.0315
277.520,0.0320
277.912,0.0315
278.305,0.0314
278.697,0.0309
279.090,0.0311
279.483,0.0315
279.875,0.0321
280.268,0.0325
280.661,0.0328
281.053,0.0314
281.446,0.0322
281.839,0.0321
282.232,0.0325
282.625,0.0329
283.018,0.0340
283.411,0.0333
283.804,0.0333
284.197,0.0329
284.590,0.0327
284.983,0.0325
285.376,0.0330
285.769,0.0337
286.163,0.0332
286.556,0.0328
286.949,0.0332
287.342,0.0328
287.736,0.0331
288.129,0.0330
288.523,0.0333
288.916,0.0331
289.310,0.0326
289.703,0.0327
290.097,0.0327
290.490,0.0322
290.884,0.0322
291.278,0.0320
291.672,0.0325
292.065,0.0329
292.459,0.0323
292.853,0.0326
293.247,0.0325
293.641,0.0327
294.035,0.0334
294.429,0.0333
294.823,0.0333
295.217,0.0330
295.611,0.0328
296.005,0.0330
296.399,0.0331
296.793,0.0328
297.188,0.0329
297.582,0.0323
297.976,0.0327
298.371,0.0333
298.765,0.0337
299.159,0.0339
299.554,0.0343
299.948,0.0350
300.343,0.0353
300.737,0.0357
301.132,0.0364
301.527,0.0367
301.921,0.0369
302.316,0.0372
302.711,0.0376
303.105,0.0378
303.500,0.0386
303.895,0.0382
304.290,0.0392
304.685,0.0392
305.080,0.0386
305.475,0.0390
305.870,0.0400
306.265,0.0396
306.660,0.0402
307.055,0.0407
307.450,0.0411
307.845,0.0417
308.241,0.0416
308.636,0.0405
309.031,0.0407
309.427,0.0408
309.822,0.0411
310.217,0.0408
310.613,0.0413
311.008,0.0405
311.404,0.0407
311.799,0.0407
312.195,0.0415
312.591,0.0413
312.986,0.0412
313.382,0.0409
313.778,0.0414
314.173,0.0411
314.569,0.0413
314.965,0.0415
315.361,0.0413
315.757,0.0411
316.153,0.0410
316.549,0.0406
316.945,0.0412
317.341,0.0403
317.737,0.0402
318.133,0.0396
318.529,0.0397
318.925,0.0392
319.321,0.0397
319.718,0.0392
320.114,0.0389
320.510,0.0388
320.906,0.0385
321.303,0.0379
321.699,0.0382
322.096,0.0380
322.492,0.0375
322.889,0.0376
323.285,0.0382
323.682,0.0375
324.078,0.0366
324.475,0.0361
324.872,0.0352
325.268,0.0350
