Data Generated by    ,Optosky
Save time:,2022/4/4 17:31:18
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0072
207.113,0.0072
207.498,0.0072
207.884,0.0072
208.269,0.0072
208.655,0.0072
209.040,0.0072
209.426,0.0072
209.812,0.0072
210.197,0.0078
210.583,0.0081
210.969,0.0083
211.355,0.0076
211.741,0.0075
212.127,0.0079
212.513,0.0082
212.899,0.0085
213.285,0.0076
213.671,0.0070
214.057,0.0079
214.443,0.0078
214.829,0.0080
215.215,0.0080
215.602,0.0081
215.988,0.0084
216.374,0.0089
216.761,0.0096
217.147,0.0092
217.534,0.0094
217.920,0.0084
218.307,0.0082
218.694,0.0086
219.080,0.0089
219.467,0.0078
219.854,0.0082
220.240,0.0086
220.627,0.0091
221.014,0.0091
221.401,0.0098
221.788,0.0103
222.175,0.0111
222.562,0.0116
222.949,0.0116
223.336,0.0117
223.723,0.0120
224.110,0.0116
224.497,0.0120
224.885,0.0124
225.272,0.0131
225.659,0.0133
226.047,0.0128
226.434,0.0138
226.822,0.0149
227.209,0.0150
227.597,0.0152
227.984,0.0165
228.372,0.0165
228.759,0.0162
229.147,0.0172
229.535,0.0187
229.923,0.0194
230.310,0.0196
230.698,0.0202
231.086,0.0200
231.474,0.0209
231.862,0.0222
232.250,0.0228
232.638,0.0228
233.026,0.0236
233.414,0.0245
233.802,0.0253
234.191,0.0251
234.579,0.0264
234.967,0.0278
235.355,0.0280
235.744,0.0277
236.132,0.0280
236.521,0.0279
236.909,0.0285
237.298,0.0292
237.686,0.0296
238.075,0.0297
238.463,0.0302
238.852,0.0293
239.241,0.0305
239.629,0.0312
240.018,0.0313
240.407,0.0308
240.796,0.0316
241.185,0.0323
241.574,0.0329
241.963,0.0329
242.352,0.0329
242.741,0.0327
243.130,0.0329
243.519,0.0331
243.908,0.0329
244.297,0.0324
244.687,0.0326
245.076,0.0325
245.465,0.0323
245.855,0.0325
246.244,0.0328
246.634,0.0334
247.023,0.0323
247.413,0.0333
247.802,0.0339
248.192,0.0346
248.581,0.0347
248.971,0.0340
249.361,0.0338
249.751,0.0352
250.140,0.0359
250.530,0.0352
250.920,0.0348
251.310,0.0351
251.700,0.0352
252.090,0.0351
252.480,0.0352
252.870,0.0352
253.260,0.0356
253.650,0.0355
254.040,0.0359
254.431,0.0354
254.821,0.0358
255.211,0.0349
255.601,0.0353
255.992,0.0348
256.382,0.0351
256.773,0.0354
257.163,0.0355
257.554,0.0354
257.944,0.0342
258.335,0.0335
258.725,0.0328
259.116,0.0323
259.507,0.0322
259.898,0.0325
260.288,0.0333
260.679,0.0326
261.070,0.0325
261.461,0.0326
