Data Generated by    ,Optosky
Save time:,2022/4/4 17:32:31
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0063
207.113,0.0063
207.498,0.0063
207.884,0.0063
208.269,0.0063
208.655,0.0063
209.040,0.0063
209.426,0.0063
209.812,0.0063
210.197,0.0071
210.583,0.0082
210.969,0.0077
211.355,0.0080
211.741,0.0082
212.127,0.0080
212.513,0.0082
212.899,0.0086
213.285,0.0082
213.671,0.0076
214.057,0.0073
214.443,0.0075
214.829,0.0076
215.215,0.0078
215.602,0.0079
215.988,0.0080
216.374,0.0089
216.761,0.0092
217.147,0.0099
217.534,0.0092
217.920,0.0084
218.307,0.0091
218.694,0.0093
219.080,0.0094
219.467,0.0085
219.854,0.0083
220.240,0.0090
220.627,0.0097
221.014,0.0097
221.401,0.0099
221.788,0.0100
222.175,0.0109
222.562,0.0118
222.949,0.0121
223.336,0.0123
223.723,0.0127
224.110,0.0124
224.497,0.0122
224.885,0.0121
225.272,0.0131
225.659,0.0140
226.047,0.0129
226.434,0.0134
226.822,0.0143
227.209,0.0152
227.597,0.0155
227.984,0.0168
228.372,0.0165
228.759,0.0168
229.147,0.0180
229.535,0.0189
229.923,0.0203
230.310,0.0201
230.698,0.0212
231.086,0.0209
231.474,0.0213
231.862,0.0219
232.250,0.0224
232.638,0.0229
233.026,0.0241
233.414,0.0247
233.802,0.0257
234.191,0.0256
234.579,0.0268
234.967,0.0281
235.355,0.0280
235.744,0.0280
236.132,0.0282
236.521,0.0278
236.909,0.0289
237.298,0.0290
237.686,0.0294
238.075,0.0291
238.463,0.0299
238.852,0.0305
239.241,0.0307
239.629,0.0320
240.018,0.0318
240.407,0.0312
240.796,0.0323
241.185,0.0325
241.574,0.0329
241.963,0.0324
242.352,0.0327
242.741,0.0331
243.130,0.0332
243.519,0.0332
243.908,0.0326
244.297,0.0328
244.687,0.0337
245.076,0.0332
245.465,0.0330
245.855,0.0327
246.244,0.0330
246.634,0.0331
247.023,0.0325
247.413,0.0334
247.802,0.0333
248.192,0.0343
248.581,0.0347
248.971,0.0342
249.361,0.0337
249.751,0.0347
250.140,0.0353
250.530,0.0353
250.920,0.0348
251.310,0.0354
251.700,0.0356
252.090,0.0352
252.480,0.0351
252.870,0.0356
253.260,0.0358
253.650,0.0364
254.040,0.0362
254.431,0.0360
254.821,0.0358
255.211,0.0349
255.601,0.0353
255.992,0.0350
256.382,0.0351
256.773,0.0349
257.163,0.0361
257.554,0.0358
257.944,0.0343
258.335,0.0336
258.725,0.0325
259.116,0.0323
259.507,0.0328
259.898,0.0332
260.288,0.0336
260.679,0.0325
261.070,0.0321
261.461,0.0330
261.852,0.0326
262.243,0.0331
262.634,0.0323
263.025,0.0303
263.416,0.0312
263.807,0.0315
264.198,0.0317
264.589,0.0312
264.981,0.0307
265.372,0.0305
265.763,0.0298
266.155,0.0292
266.546,0.0290
266.937,0.0301
267.329,0.0300
267.720,0.0293
268.112,0.0293
268.504,0.0293
268.895,0.0289
269.287,0.0297
269.678,0.0298
270.070,0.0293
270.462,0.0292
270.854,0.0294
271.246,0.0289
271.637,0.0285
272.029,0.0289
272.421,0.0296
272.813,0.0300
273.205,0.0300
273.597,0.0301
273.989,0.0309
274.382,0.0310
274.774,0.0306
275.166,0.0312
275.558,0.0320
275.950,0.0323
276.343,0.0321
276.735,0.0329
277.127,0.0322
277.520,0.0323
277.912,0.0319
278.305,0.0318
278.697,0.0314
279.090,0.0315
279.483,0.0315
279.875,0.0315
280.268,0.0326
280.661,0.0328
281.053,0.0316
281.446,0.0322
281.839,0.0329
282.232,0.0334
282.625,0.0340
283.018,0.0345
283.411,0.0337
283.804,0.0335
284.197,0.0332
284.590,0.0338
284.983,0.0331
285.376,0.0340
285.769,0.0339
286.163,0.0333
286.556,0.0333
286.949,0.0333
287.342,0.0334
287.736,0.0339
288.129,0.0340
288.523,0.0339
288.916,0.0333
289.310,0.0330
289.703,0.0328
290.097,0.0334
290.490,0.0333
290.884,0.0329
291.278,0.0321
291.672,0.0326
292.065,0.0326
292.459,0.0325
292.853,0.0325
293.247,0.0329
293.641,0.0329
294.035,0.0340
294.429,0.0337
294.823,0.0343
295.217,0.0342
295.611,0.0339
296.005,0.0337
296.399,0.0338
296.793,0.0338
297.188,0.0340
297.582,0.0336
297.976,0.0335
298.371,0.0337
298.765,0.0343
299.159,0.0349
299.554,0.0352
299.948,0.0357
300.343,0.0363
300.737,0.0372
301.132,0.0368
301.527,0.0372
301.921,0.0370
302.316,0.0379
302.711,0.0386
303.105,0.0386
303.500,0.0393
303.895,0.0386
304.290,0.0393
304.685,0.0400
305.080,0.0395
305.475,0.0399
305.870,0.0404
306.265,0.0396
306.660,0.0402
307.055,0.0405
307.450,0.0413
307.845,0.0420
308.241,0.0422
308.636,0.0413
309.031,0.0411
309.427,0.0414
309.822,0.0419
310.217,0.0412
310.613,0.0412
311.008,0.0406
311.404,0.0414
311.799,0.0415
312.195,0.0418
312.591,0.0419
312.986,0.0417
313.382,0.0416
313.778,0.0419
314.173,0.0415
314.569,0.0418
314.965,0.0418
315.361,0.0420
315.757,0.0422
316.153,0.0422
316.549,0.0414
316.945,0.0422
317.341,0.0416
317.737,0.0410
318.133,0.0402
318.529,0.0396
318.925,0.0399
319.321,0.0409
319.718,0.0404
320.114,0.0399
320.510,0.0393
320.906,0.0400
321.303,0.0397
321.699,0.0396
322.096,0.0392
322.492,0.0384
322.889,0.0384
323.285,0.0381
323.682,0.0378
324.078,0.0371
324.475,0.0364
324.872,0.0355
325.268,0.0350
325.665,0.0355
326.062,0.0356
326.459,0.0357
326.856,0.0349
327.253,0.0348
327.649,0.0349
328.046,0.0348
328.443,0.0343
328.840,0.0338
329.237,0.0336
329.635,0.0341
330.032,0.0339
330.429,0.0338
330.826,0.0337
331.223,0.0340
331.621,0.0342
332.018,0.0346
332.415,0.0345
332.812,0.0342
333.210,0.0348
333.607,0.0349
334.005,0.0345
334.402,0.0349
334.800,0.0348
335.197,0.0353
335.595,0.0353
335.993,0.0364
336.390,0.0360
336.788,0.0366
337.186,0.0363
337.583,0.0367
337.981,0.0369
338.379,0.0370
338.777,0.0364
339.175,0.0370
339.573,0.0371
339.971,0.0379
340.369,0.0385
340.767,0.0384
341.165,0.0389
341.563,0.0394
341.961,0.0398
342.359,0.0402
342.757,0.0406
343.156,0.0403
343.554,0.0408
343.952,0.0403
344.350,0.0406
344.749,0.0411
345.147,0.0401
345.546,0.0407
345.944,0.0400
346.343,0.0400
346.741,0.0406
347.140,0.0412
347.538,0.0411
347.937,0.0411
348.336,0.0409
348.734,0.0410
349.133,0.0415
349.532,0.0415
349.931,0.0418
350.329,0.0425
350.728,0.0422
351.127,0.0419
351.526,0.0410
351.925,0.0412
352.324,0.0407
352.723,0.0406
353.122,0.0400
353.521,0.0408
353.920,0.0404
354.319,0.0396
354.719,0.0404
355.118,0.0408
355.517,0.0404
355.916,0.0401
356.316,0.0393
356.715,0.0396
357.114,0.0399
357.514,0.0398
357.913,0.0394
358.313,0.0392
358.712,0.0384
359.112,0.0382
359.511,0.0379
359.911,0.0375
360.310,0.0368
360.710,0.0364
361.110,0.0362
361.510,0.0365
361.909,0.0365
362.309,0.0354
362.709,0.0348
363.109,0.0346
363.509,0.0347
363.909,0.0348
364.309,0.0349
364.708,0.0344
365.108,0.0342
365.509,0.0336
365.909,0.0341
366.309,0.0340
366.709,0.0335
367.109,0.0338
367.509,0.0337
367.909,0.0336
368.310,0.0329
368.710,0.0327
369.110,0.0321
369.511,0.0322
369.911,0.0324
370.312,0.0320
370.712,0.0318
371.113,0.0318
371.513,0.0323
371.914,0.0323
372.314,0.0314
372.715,0.0313
373.115,0.0313
373.516,0.0314
373.917,0.0320
374.318,0.0323
374.718,0.0323
375.119,0.0329
375.520,0.0329
375.921,0.0330
376.322,0.0334
376.723,0.0331
377.124,0.0337
377.525,0.0344
377.926,0.0351
378.327,0.0359
378.728,0.0360
379.129,0.0366
379.530,0.0368
379.931,0.0371
380.332,0.0369
380.734,0.0377
381.135,0.0379
381.536,0.0380
381.938,0.0385
382.339,0.0390
382.740,0.0393
383.142,0.0386
383.543,0.0389
383.945,0.0398
384.346,0.0403
384.748,0.0409
385.149,0.0404
385.551,0.0405
385.953,0.0405
386.354,0.0419
386.756,0.0424
387.158,0.0427
387.560,0.0431
387.961,0.0436
388.363,0.0440
388.765,0.0445
389.167,0.0452
389.569,0.0443
389.971,0.0445
