Data Generated by    ,Optosky
Save time:,2022/4/4 17:29:24
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0076
207.113,0.0076
207.498,0.0076
207.884,0.0076
208.269,0.0076
208.655,0.0076
209.040,0.0076
209.426,0.0076
209.812,0.0076
210.197,0.0079
210.583,0.0083
210.969,0.0076
211.355,0.0076
211.741,0.0083
212.127,0.0077
212.513,0.0077
212.899,0.0079
213.285,0.0074
213.671,0.0074
214.057,0.0081
214.443,0.0078
214.829,0.0082
215.215,0.0082
215.602,0.0079
215.988,0.0086
216.374,0.0085
216.761,0.0092
217.147,0.0089
217.534,0.0084
217.920,0.0078
218.307,0.0084
218.694,0.0083
219.080,0.0087
219.467,0.0080
219.854,0.0085
220.240,0.0091
220.627,0.0094
221.014,0.0100
221.401,0.0103
221.788,0.0107
222.175,0.0108
222.562,0.0118
222.949,0.0113
223.336,0.0112
223.723,0.0117
224.110,0.0119
224.497,0.0119
224.885,0.0120
225.272,0.0130
225.659,0.0132
226.047,0.0127
226.434,0.0136
226.822,0.0145
227.209,0.0152
227.597,0.0155
227.984,0.0171
228.372,0.0175
228.759,0.0170
229.147,0.0183
229.535,0.0194
229.923,0.0202
230.310,0.0200
230.698,0.0205
231.086,0.0200
231.474,0.0210
231.862,0.0218
232.250,0.0223
232.638,0.0232
233.026,0.0237
233.414,0.0245
233.802,0.0260
234.191,0.0260
234.579,0.0272
234.967,0.0279
235.355,0.0279
235.744,0.0277
236.132,0.0283
236.521,0.0282
236.909,0.0284
237.298,0.0289
237.686,0.0291
238.075,0.0286
238.463,0.0299
238.852,0.0290
239.241,0.0299
239.629,0.0315
240.018,0.0318
240.407,0.0309
240.796,0.0322
241.185,0.0322
241.574,0.0330
241.963,0.0330
242.352,0.0327
242.741,0.0326
243.130,0.0329
243.519,0.0325
243.908,0.0330
244.297,0.0325
244.687,0.0326
245.076,0.0323
245.465,0.0322
245.855,0.0320
246.244,0.0322
246.634,0.0336
247.023,0.0331
247.413,0.0341
247.802,0.0340
248.192,0.0343
248.581,0.0349
248.971,0.0333
249.361,0.0335
249.751,0.0348
250.140,0.0352
250.530,0.0345
250.920,0.0339
251.310,0.0343
251.700,0.0346
252.090,0.0350
252.480,0.0348
252.870,0.0357
253.260,0.0355
253.650,0.0362
254.040,0.0359
254.431,0.0357
254.821,0.0360
255.211,0.0349
255.601,0.0351
255.992,0.0347
256.382,0.0348
256.773,0.0351
257.163,0.0352
257.554,0.0345
257.944,0.0330
258.335,0.0325
258.725,0.0322
259.116,0.0323
259.507,0.0321
259.898,0.0327
260.288,0.0336
260.679,0.0328
261.070,0.0330
261.461,0.0329
261.852,0.0328
262.243,0.0329
262.634,0.0324
263.025,0.0308
263.416,0.0313
263.807,0.0310
264.198,0.0308
264.589,0.0304
264.981,0.0298
265.372,0.0303
265.763,0.0296
266.155,0.0291
266.546,0.0284
266.937,0.0299
267.329,0.0292
267.720,0.0285
268.112,0.0281
268.504,0.0280
268.895,0.0284
269.287,0.0293
269.678,0.0287
270.070,0.0283
270.462,0.0280
270.854,0.0286
271.246,0.0288
271.637,0.0286
272.029,0.0293
272.421,0.0300
272.813,0.0307
273.205,0.0302
273.597,0.0303
273.989,0.0308
274.382,0.0306
274.774,0.0307
275.166,0.0311
275.558,0.0311
275.950,0.0317
276.343,0.0314
276.735,0.0322
277.127,0.0309
277.520,0.0312
277.912,0.0314
278.305,0.0316
278.697,0.0316
279.090,0.0317
279.483,0.0317
279.875,0.0324
280.268,0.0325
280.661,0.0326
281.053,0.0314
281.446,0.0318
281.839,0.0319
282.232,0.0323
282.625,0.0326
283.018,0.0330
283.411,0.0326
283.804,0.0330
284.197,0.0328
284.590,0.0331
284.983,0.0328
285.376,0.0333
285.769,0.0336
286.163,0.0330
286.556,0.0330
286.949,0.0329
287.342,0.0326
287.736,0.0330
288.129,0.0331
288.523,0.0333
288.916,0.0325
289.310,0.0319
