Data Generated by    ,Optosky
Save time:,2022/4/5 15:24:58
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0104
207.113,0.0104
207.498,0.0104
207.884,0.0104
208.269,0.0104
208.655,0.0104
209.040,0.0104
209.426,0.0104
209.812,0.0104
210.197,0.0105
210.583,0.0108
210.969,0.0105
211.355,0.0105
211.741,0.0109
212.127,0.0107
212.513,0.0110
212.899,0.0105
213.285,0.0090
213.671,0.0097
214.057,0.0104
214.443,0.0104
214.829,0.0106
215.215,0.0104
215.602,0.0104
215.988,0.0109
216.374,0.0106
216.761,0.0107
217.147,0.0110
217.534,0.0103
217.920,0.0102
218.307,0.0096
218.694,0.0102
219.080,0.0102
219.467,0.0105
219.854,0.0115
220.240,0.0111
220.627,0.0114
221.014,0.0111
221.401,0.0116
221.788,0.0121
222.175,0.0121
222.562,0.0129
222.949,0.0129
223.336,0.0133
223.723,0.0139
224.110,0.0138
224.497,0.0141
224.885,0.0144
225.272,0.0148
225.659,0.0144
226.047,0.0143
226.434,0.0141
226.822,0.0152
227.209,0.0162
227.597,0.0161
227.984,0.0173
228.372,0.0178
228.759,0.0188
229.147,0.0195
229.535,0.0194
229.923,0.0203
230.310,0.0202
230.698,0.0207
231.086,0.0218
231.474,0.0226
231.862,0.0232
232.250,0.0230
232.638,0.0233
233.026,0.0242
233.414,0.0249
233.802,0.0254
234.191,0.0266
234.579,0.0268
234.967,0.0274
235.355,0.0277
235.744,0.0281
236.132,0.0294
236.521,0.0300
236.909,0.0300
237.298,0.0304
237.686,0.0308
238.075,0.0312
238.463,0.0311
238.852,0.0328
239.241,0.0323
239.629,0.0321
240.018,0.0325
240.407,0.0330
240.796,0.0341
241.185,0.0347
241.574,0.0348
241.963,0.0344
242.352,0.0346
242.741,0.0340
243.130,0.0348
243.519,0.0348
243.908,0.0350
244.297,0.0343
244.687,0.0341
245.076,0.0344
245.465,0.0342
245.855,0.0348
246.244,0.0346
246.634,0.0352
247.023,0.0359
247.413,0.0351
247.802,0.0356
248.192,0.0360
248.581,0.0362
248.971,0.0362
249.361,0.0358
249.751,0.0370
250.140,0.0373
250.530,0.0374
250.920,0.0374
251.310,0.0374
251.700,0.0379
252.090,0.0373
252.480,0.0373
252.870,0.0376
253.260,0.0378
253.650,0.0366
254.040,0.0369
254.431,0.0375
254.821,0.0373
255.211,0.0370
255.601,0.0368
255.992,0.0369
256.382,0.0367
256.773,0.0378
257.163,0.0373
257.554,0.0369
257.944,0.0380
258.335,0.0365
258.725,0.0368
259.116,0.0360
259.507,0.0363
259.898,0.0362
260.288,0.0360
260.679,0.0356
261.070,0.0353
261.461,0.0347
261.852,0.0344
262.243,0.0348
262.634,0.0346
263.025,0.0343
263.416,0.0342
263.807,0.0335
264.198,0.0334
264.589,0.0335
264.981,0.0334
265.372,0.0326
265.763,0.0322
266.155,0.0321
266.546,0.0318
266.937,0.0320
267.329,0.0307
267.720,0.0315
268.112,0.0325
268.504,0.0318
268.895,0.0314
269.287,0.0308
269.678,0.0307
270.070,0.0311
270.462,0.0318
270.854,0.0321
271.246,0.0330
271.637,0.0327
272.029,0.0329
272.421,0.0332
272.813,0.0325
273.205,0.0322
273.597,0.0320
273.989,0.0334
274.382,0.0342
274.774,0.0348
275.166,0.0344
275.558,0.0339
275.950,0.0338
276.343,0.0347
276.735,0.0341
277.127,0.0341
277.520,0.0344
277.912,0.0341
278.305,0.0345
278.697,0.0350
279.090,0.0348
279.483,0.0340
279.875,0.0344
280.268,0.0344
280.661,0.0347
281.053,0.0350
281.446,0.0344
281.839,0.0350
282.232,0.0343
282.625,0.0345
283.018,0.0341
283.411,0.0346
283.804,0.0349
284.197,0.0348
284.590,0.0357
284.983,0.0356
285.376,0.0360
285.769,0.0354
286.163,0.0348
286.556,0.0346
286.949,0.0351
287.342,0.0352
287.736,0.0354
288.129,0.0349
288.523,0.0349
288.916,0.0342
289.310,0.0345
289.703,0.0346
290.097,0.0350
290.490,0.0357
290.884,0.0351
291.278,0.0346
291.672,0.0344
292.065,0.0346
292.459,0.0347
292.853,0.0337
293.247,0.0347
293.641,0.0350
294.035,0.0345
294.429,0.0346
294.823,0.0340
295.217,0.0352
295.611,0.0354
296.005,0.0348
296.399,0.0351
296.793,0.0362
297.188,0.0362
297.582,0.0351
297.976,0.0355
298.371,0.0353
298.765,0.0360
299.159,0.0359
299.554,0.0353
299.948,0.0360
300.343,0.0374
300.737,0.0381
301.132,0.0382
301.527,0.0388
301.921,0.0392
302.316,0.0390
302.711,0.0392
303.105,0.0399
303.500,0.0415
303.895,0.0407
304.290,0.0406
304.685,0.0409
305.080,0.0410
305.475,0.0415
305.870,0.0409
306.265,0.0403
306.660,0.0402
307.055,0.0409
307.450,0.0413
307.845,0.0420
308.241,0.0419
308.636,0.0421
309.031,0.0422
309.427,0.0419
309.822,0.0411
310.217,0.0412
310.613,0.0412
311.008,0.0418
