Data Generated by    ,Optosky
Save time:,2022/4/5 15:31:27
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0112
207.113,0.0112
207.498,0.0112
207.884,0.0112
208.269,0.0112
208.655,0.0112
209.040,0.0112
209.426,0.0112
209.812,0.0112
210.197,0.0111
210.583,0.0115
210.969,0.0113
211.355,0.0114
211.741,0.0113
212.127,0.0112
212.513,0.0113
212.899,0.0118
213.285,0.0114
213.671,0.0108
214.057,0.0120
214.443,0.0115
214.829,0.0119
215.215,0.0114
215.602,0.0114
215.988,0.0104
216.374,0.0109
216.761,0.0120
217.147,0.0111
217.534,0.0109
217.920,0.0108
218.307,0.0106
218.694,0.0107
219.080,0.0112
219.467,0.0115
219.854,0.0121
220.240,0.0118
220.627,0.0117
221.014,0.0116
221.401,0.0125
221.788,0.0131
222.175,0.0135
222.562,0.0140
222.949,0.0137
223.336,0.0143
223.723,0.0142
224.110,0.0146
224.497,0.0146
224.885,0.0151
225.272,0.0155
225.659,0.0154
226.047,0.0152
226.434,0.0154
226.822,0.0164
227.209,0.0174
227.597,0.0174
227.984,0.0181
228.372,0.0189
228.759,0.0198
229.147,0.0201
229.535,0.0206
229.923,0.0208
230.310,0.0209
230.698,0.0209
231.086,0.0222
231.474,0.0224
231.862,0.0231
232.250,0.0233
232.638,0.0237
233.026,0.0244
233.414,0.0243
233.802,0.0257
234.191,0.0268
234.579,0.0286
234.967,0.0288
235.355,0.0289
235.744,0.0288
236.132,0.0301
236.521,0.0301
236.909,0.0302
237.298,0.0300
237.686,0.0311
238.075,0.0312
238.463,0.0320
238.852,0.0328
239.241,0.0327
239.629,0.0324
240.018,0.0325
240.407,0.0334
240.796,0.0340
241.185,0.0346
241.574,0.0349
241.963,0.0354
242.352,0.0354
242.741,0.0351
243.130,0.0351
243.519,0.0353
243.908,0.0358
244.297,0.0350
244.687,0.0350
245.076,0.0355
245.465,0.0346
