Data Generated by    ,Optosky
Save time:,2022/4/4 17:49:15
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0071
207.113,0.0071
207.498,0.0071
207.884,0.0071
208.269,0.0071
208.655,0.0071
209.040,0.0071
209.426,0.0071
209.812,0.0071
210.197,0.0074
210.583,0.0083
210.969,0.0075
211.355,0.0082
211.741,0.0079
212.127,0.0076
212.513,0.0078
212.899,0.0084
213.285,0.0073
213.671,0.0070
214.057,0.0075
214.443,0.0074
214.829,0.0082
215.215,0.0078
215.602,0.0081
215.988,0.0086
216.374,0.0088
216.761,0.0089
217.147,0.0091
217.534,0.0084
217.920,0.0076
218.307,0.0078
218.694,0.0083
219.080,0.0084
219.467,0.0082
219.854,0.0085
220.240,0.0089
220.627,0.0106
221.014,0.0107
221.401,0.0103
221.788,0.0109
222.175,0.0113
222.562,0.0122
222.949,0.0120
223.336,0.0118
223.723,0.0126
224.110,0.0124
224.497,0.0121
224.885,0.0118
225.272,0.0124
225.659,0.0131
226.047,0.0124
226.434,0.0133
226.822,0.0141
227.209,0.0154
227.597,0.0151
227.984,0.0165
228.372,0.0168
228.759,0.0172
229.147,0.0179
229.535,0.0194
229.923,0.0197
230.310,0.0193
230.698,0.0197
231.086,0.0195
231.474,0.0204
231.862,0.0218
232.250,0.0221
232.638,0.0227
233.026,0.0231
233.414,0.0245
233.802,0.0256
234.191,0.0254
234.579,0.0273
234.967,0.0283
235.355,0.0282
235.744,0.0285
236.132,0.0282
236.521,0.0280
236.909,0.0287
237.298,0.0287
237.686,0.0284
238.075,0.0280
238.463,0.0295
238.852,0.0288
239.241,0.0297
239.629,0.0311
240.018,0.0311
240.407,0.0303
240.796,0.0320
241.185,0.0325
241.574,0.0328
241.963,0.0328
242.352,0.0334
242.741,0.0326
243.130,0.0325
243.519,0.0328
243.908,0.0327
244.297,0.0326
244.687,0.0326
245.076,0.0321
245.465,0.0318
245.855,0.0324
246.244,0.0325
246.634,0.0328
247.023,0.0327
247.413,0.0336
247.802,0.0336
248.192,0.0341
248.581,0.0351
248.971,0.0344
249.361,0.0337
249.751,0.0348
250.140,0.0356
250.530,0.0350
250.920,0.0341
251.310,0.0344
251.700,0.0347
252.090,0.0347
252.480,0.0346
252.870,0.0352
253.260,0.0356
253.650,0.0361
254.040,0.0361
254.431,0.0360
254.821,0.0359
255.211,0.0349
255.601,0.0356
255.992,0.0355
256.382,0.0350
256.773,0.0349
257.163,0.0352
257.554,0.0348
257.944,0.0338
258.335,0.0330
258.725,0.0325
259.116,0.0328
259.507,0.0324
259.898,0.0325
260.288,0.0332
260.679,0.0329
261.070,0.0330
261.461,0.0328
261.852,0.0332
262.243,0.0335
262.634,0.0323
263.025,0.0306
263.416,0.0310
263.807,0.0309
264.198,0.0305
264.589,0.0295
264.981,0.0290
265.372,0.0300
265.763,0.0295
266.155,0.0293
266.546,0.0292
266.937,0.0295
267.329,0.0300
267.720,0.0294
268.112,0.0299
268.504,0.0300
268.895,0.0293
269.287,0.0296
269.678,0.0292
270.070,0.0285
270.462,0.0286
270.854,0.0285
271.246,0.0277
271.637,0.0281
272.029,0.0289
272.421,0.0298
272.813,0.0308
273.205,0.0303
273.597,0.0304
273.989,0.0314
274.382,0.0316
274.774,0.0310
275.166,0.0316
275.558,0.0323
275.950,0.0324
276.343,0.0324
276.735,0.0328
277.127,0.0314
277.520,0.0313
277.912,0.0316
278.305,0.0318
278.697,0.0316
279.090,0.0319
279.483,0.0320
279.875,0.0325
280.268,0.0330
280.661,0.0335
281.053,0.0322
281.446,0.0323
281.839,0.0327
282.232,0.0330
282.625,0.0332
283.018,0.0339
283.411,0.0338
283.804,0.0339
284.197,0.0333
284.590,0.0332
284.983,0.0325
285.376,0.0334
285.769,0.0345
286.163,0.0338
286.556,0.0335
286.949,0.0334
287.342,0.0333
287.736,0.0335
288.129,0.0336
288.523,0.0336
288.916,0.0330
289.310,0.0330
289.703,0.0328
290.097,0.0332
290.490,0.0325
290.884,0.0324
291.278,0.0318
291.672,0.0325
292.065,0.0328
292.459,0.0324
292.853,0.0325
293.247,0.0329
293.641,0.0329
294.035,0.0337
294.429,0.0332
294.823,0.0341
295.217,0.0331
295.611,0.0327
296.005,0.0331
296.399,0.0331
296.793,0.0330
297.188,0.0334
297.582,0.0330
297.976,0.0329
298.371,0.0333
298.765,0.0343
299.159,0.0348
299.554,0.0353
299.948,0.0359
300.343,0.0356
300.737,0.0358
301.132,0.0370
301.527,0.0368
301.921,0.0367
302.316,0.0374
302.711,0.0381
303.105,0.0385
303.500,0.0391
303.895,0.0393
304.290,0.0398
304.685,0.0398
305.080,0.0394
305.475,0.0399
305.870,0.0403
306.265,0.0400
306.660,0.0403
307.055,0.0412
307.450,0.0415
307.845,0.0421
308.241,0.0421
308.636,0.0415
309.031,0.0414
309.427,0.0411
309.822,0.0411
310.217,0.0406
310.613,0.0410
311.008,0.0408
311.404,0.0416
311.799,0.0418
312.195,0.0420
312.591,0.0417
312.986,0.0417
313.382,0.0416
313.778,0.0417
314.173,0.0408
314.569,0.0414
314.965,0.0417
315.361,0.0413
315.757,0.0411
316.153,0.0405
316.549,0.0407
