Data Generated by    ,Optosky
Save time:,2022/4/5 16:29:31
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0119
207.113,0.0119
207.498,0.0119
207.884,0.0119
208.269,0.0119
208.655,0.0119
209.040,0.0119
209.426,0.0119
209.812,0.0119
210.197,0.0113
210.583,0.0114
210.969,0.0116
211.355,0.0123
211.741,0.0123
212.127,0.0127
212.513,0.0128
212.899,0.0129
213.285,0.0122
213.671,0.0125
214.057,0.0119
214.443,0.0116
214.829,0.0122
215.215,0.0121
215.602,0.0119
215.988,0.0122
216.374,0.0122
216.761,0.0128
217.147,0.0126
217.534,0.0118
217.920,0.0122
218.307,0.0116
218.694,0.0122
219.080,0.0125
219.467,0.0122
219.854,0.0133
220.240,0.0127
220.627,0.0127
221.014,0.0125
221.401,0.0133
221.788,0.0139
222.175,0.0135
222.562,0.0140
222.949,0.0142
223.336,0.0145
223.723,0.0145
224.110,0.0153
224.497,0.0154
224.885,0.0154
225.272,0.0154
225.659,0.0151
226.047,0.0150
226.434,0.0156
226.822,0.0167
227.209,0.0170
227.597,0.0169
227.984,0.0179
228.372,0.0184
228.759,0.0197
229.147,0.0202
229.535,0.0208
229.923,0.0211
230.310,0.0211
230.698,0.0218
231.086,0.0235
231.474,0.0238
231.862,0.0244
232.250,0.0247
232.638,0.0251
233.026,0.0262
233.414,0.0263
233.802,0.0271
234.191,0.0274
234.579,0.0288
234.967,0.0293
235.355,0.0290
235.744,0.0293
236.132,0.0304
236.521,0.0309
236.909,0.0306
237.298,0.0313
237.686,0.0316
238.075,0.0319
238.463,0.0327
238.852,0.0344
239.241,0.0344
239.629,0.0330
240.018,0.0340
240.407,0.0349
240.796,0.0356
241.185,0.0363
241.574,0.0361
241.963,0.0360
242.352,0.0366
242.741,0.0361
243.130,0.0361
243.519,0.0363
243.908,0.0369
244.297,0.0357
244.687,0.0357
245.076,0.0362
245.465,0.0361
245.855,0.0361
246.244,0.0358
246.634,0.0370
247.023,0.0371
247.413,0.0362
247.802,0.0370
248.192,0.0369
248.581,0.0373
248.971,0.0376
249.361,0.0374
249.751,0.0386
250.140,0.0393
250.530,0.0396
250.920,0.0393
251.310,0.0390
251.700,0.0395
252.090,0.0387
252.480,0.0380
252.870,0.0387
253.260,0.0388
253.650,0.0377
254.040,0.0381
254.431,0.0387
254.821,0.0391
255.211,0.0390
255.601,0.0386
255.992,0.0388
256.382,0.0388
256.773,0.0396
257.163,0.0390
257.554,0.0384
257.944,0.0387
258.335,0.0372
258.725,0.0374
259.116,0.0369
259.507,0.0369
259.898,0.0371
260.288,0.0376
260.679,0.0372
261.070,0.0371
261.461,0.0365
261.852,0.0366
262.243,0.0366
262.634,0.0368
263.025,0.0363
263.416,0.0362
263.807,0.0359
264.198,0.0350
264.589,0.0354
264.981,0.0353
265.372,0.0341
265.763,0.0342
266.155,0.0336
266.546,0.0335
266.937,0.0333
267.329,0.0329
267.720,0.0330
268.112,0.0339
268.504,0.0335
268.895,0.0327
269.287,0.0327
269.678,0.0323
270.070,0.0323
270.462,0.0329
270.854,0.0336
271.246,0.0339
271.637,0.0337
272.029,0.0346
272.421,0.0348
272.813,0.0345
273.205,0.0338
273.597,0.0333
273.989,0.0352
274.382,0.0354
274.774,0.0360
275.166,0.0365
275.558,0.0358
275.950,0.0352
276.343,0.0356
276.735,0.0351
277.127,0.0351
277.520,0.0354
277.912,0.0351
278.305,0.0352
278.697,0.0361
279.090,0.0358
279.483,0.0353
279.875,0.0353
280.268,0.0356
280.661,0.0360
281.053,0.0364
281.446,0.0359
281.839,0.0365
282.232,0.0358
282.625,0.0362
283.018,0.0354
283.411,0.0364
283.804,0.0362
284.197,0.0364
284.590,0.0369
284.983,0.0367
285.376,0.0377
285.769,0.0368
286.163,0.0363
286.556,0.0361
286.949,0.0368
287.342,0.0365
287.736,0.0370
288.129,0.0376
288.523,0.0374
288.916,0.0368
289.310,0.0369
289.703,0.0368
290.097,0.0365
290.490,0.0367
290.884,0.0361
291.278,0.0365
291.672,0.0358
292.065,0.0365
292.459,0.0363
292.853,0.0358
293.247,0.0357
293.641,0.0365
294.035,0.0359
294.429,0.0362
294.823,0.0366
295.217,0.0370
295.611,0.0371
296.005,0.0369
296.399,0.0369
296.793,0.0370
297.188,0.0366
297.582,0.0365
297.976,0.0377
298.371,0.0371
298.765,0.0379
299.159,0.0377
299.554,0.0371
299.948,0.0377
300.343,0.0386
300.737,0.0394
301.132,0.0395
301.527,0.0397
301.921,0.0402
302.316,0.0402
302.711,0.0400
303.105,0.0409
303.500,0.0418
303.895,0.0418
304.290,0.0422
304.685,0.0423
305.080,0.0421
305.475,0.0423
305.870,0.0422
306.265,0.0418
306.660,0.0419
307.055,0.0426
307.450,0.0428
307.845,0.0430
308.241,0.0429
308.636,0.0431
309.031,0.0436
309.427,0.0433
309.822,0.0424
310.217,0.0422
310.613,0.0422
311.008,0.0425
311.404,0.0432
311.799,0.0429
312.195,0.0435
312.591,0.0435
312.986,0.0430
313.382,0.0424
313.778,0.0427
314.173,0.0429
314.569,0.0438
314.965,0.0437
315.361,0.0439
315.757,0.0435
316.153,0.0424
316.549,0.0411
316.945,0.0416
317.341,0.0418
317.737,0.0421
318.133,0.0409
318.529,0.0404
318.925,0.0400
319.321,0.0400
319.718,0.0409
320.114,0.0405
320.510,0.0406
320.906,0.0400
321.303,0.0401
321.699,0.0396
322.096,0.0392
322.492,0.0386
322.889,0.0382
323.285,0.0383
323.682,0.0384
324.078,0.0371
324.475,0.0365
324.872,0.0366
325.268,0.0368
325.665,0.0367
326.062,0.0367
326.459,0.0367
326.856,0.0355
327.253,0.0354
327.649,0.0358
328.046,0.0357
328.443,0.0353
328.840,0.0356
329.237,0.0348
329.635,0.0350
330.032,0.0346
330.429,0.0344
330.826,0.0344
331.223,0.0337
331.621,0.0337
332.018,0.0346
332.415,0.0343
332.812,0.0354
333.210,0.0344
333.607,0.0343
334.005,0.0350
334.402,0.0357
334.800,0.0351
335.197,0.0356
335.595,0.0357
335.993,0.0355
336.390,0.0348
336.788,0.0350
337.186,0.0351
337.583,0.0357
337.981,0.0363
338.379,0.0371
338.777,0.0370
339.175,0.0381
339.573,0.0377
339.971,0.0372
340.369,0.0374
340.767,0.0376
341.165,0.0389
341.563,0.0380
341.961,0.0382
342.359,0.0383
342.757,0.0377
343.156,0.0389
343.554,0.0392
343.952,0.0382
344.350,0.0382
344.749,0.0391
345.147,0.0399
345.546,0.0394
345.944,0.0398
346.343,0.0402
346.741,0.0397
347.140,0.0395
347.538,0.0394
347.937,0.0395
348.336,0.0402
348.734,0.0401
349.133,0.0393
349.532,0.0392
349.931,0.0390
350.329,0.0393
350.728,0.0395
351.127,0.0391
351.526,0.0385
351.925,0.0389
352.324,0.0389
352.723,0.0391
353.122,0.0382
353.521,0.0381
353.920,0.0385
354.319,0.0380
354.719,0.0381
355.118,0.0390
355.517,0.0380
355.916,0.0377
356.316,0.0375
356.715,0.0373
357.114,0.0369
357.514,0.0368
357.913,0.0365
358.313,0.0365
358.712,0.0367
359.112,0.0363
359.511,0.0352
359.911,0.0341
360.310,0.0340
360.710,0.0342
361.110,0.0337
361.510,0.0334
361.909,0.0330
362.309,0.0332
362.709,0.0330
363.109,0.0331
363.509,0.0323
363.909,0.0316
364.309,0.0315
364.708,0.0317
365.108,0.0320
365.509,0.0321
365.909,0.0313
366.309,0.0314
366.709,0.0304
367.109,0.0307
367.509,0.0303
367.909,0.0309
368.310,0.0303
368.710,0.0313
369.110,0.0310
369.511,0.0312
369.911,0.0307
370.312,0.0302
370.712,0.0301
371.113,0.0300
371.513,0.0297
371.914,0.0299
372.314,0.0292
372.715,0.0298
373.115,0.0302
373.516,0.0296
373.917,0.0293
374.318,0.0294
374.718,0.0294
375.119,0.0302
375.520,0.0307
375.921,0.0307
376.322,0.0316
376.723,0.0311
377.124,0.0309
