Data Generated by    ,Optosky
Save time:,2022/4/5 12:09:24
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0102
207.113,0.0102
207.498,0.0102
207.884,0.0102
208.269,0.0102
208.655,0.0102
209.040,0.0102
209.426,0.0102
209.812,0.0102
210.197,0.0103
210.583,0.0104
210.969,0.0100
211.355,0.0102
211.741,0.0102
212.127,0.0100
212.513,0.0102
212.899,0.0106
213.285,0.0098
213.671,0.0101
214.057,0.0110
214.443,0.0105
214.829,0.0108
215.215,0.0106
215.602,0.0113
215.988,0.0107
216.374,0.0105
216.761,0.0112
217.147,0.0103
217.534,0.0098
217.920,0.0099
218.307,0.0094
218.694,0.0093
219.080,0.0094
219.467,0.0103
219.854,0.0117
220.240,0.0116
220.627,0.0106
221.014,0.0105
221.401,0.0120
221.788,0.0129
222.175,0.0122
222.562,0.0125
222.949,0.0125
223.336,0.0128
223.723,0.0129
224.110,0.0130
224.497,0.0132
224.885,0.0139
225.272,0.0144
225.659,0.0146
226.047,0.0144
226.434,0.0145
226.822,0.0158
227.209,0.0164
227.597,0.0169
227.984,0.0180
228.372,0.0178
228.759,0.0182
229.147,0.0193
229.535,0.0196
229.923,0.0194
230.310,0.0195
230.698,0.0200
231.086,0.0209
231.474,0.0216
231.862,0.0230
232.250,0.0222
232.638,0.0232
233.026,0.0238
233.414,0.0246
233.802,0.0253
234.191,0.0261
234.579,0.0270
234.967,0.0277
235.355,0.0277
235.744,0.0280
236.132,0.0293
236.521,0.0290
236.909,0.0294
237.298,0.0291
237.686,0.0296
238.075,0.0296
238.463,0.0307
238.852,0.0321
239.241,0.0322
239.629,0.0312
240.018,0.0319
240.407,0.0329
240.796,0.0340
241.185,0.0340
241.574,0.0346
241.963,0.0345
242.352,0.0345
242.741,0.0341
243.130,0.0342
243.519,0.0342
243.908,0.0346
244.297,0.0336
244.687,0.0337
245.076,0.0339
245.465,0.0344
245.855,0.0341
246.244,0.0343
246.634,0.0353
247.023,0.0356
247.413,0.0350
247.802,0.0353
248.192,0.0349
248.581,0.0352
248.971,0.0352
249.361,0.0356
249.751,0.0366
250.140,0.0370
250.530,0.0364
250.920,0.0369
251.310,0.0369
251.700,0.0380
252.090,0.0374
252.480,0.0370
252.870,0.0380
253.260,0.0376
253.650,0.0368
254.040,0.0371
254.431,0.0378
254.821,0.0375
255.211,0.0368
255.601,0.0365
255.992,0.0368
256.382,0.0364
256.773,0.0377
257.163,0.0372
