Data Generated by    ,Optosky
Save time:,2022/4/5 13:04:25
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0119
207.113,0.0119
207.498,0.0119
207.884,0.0119
208.269,0.0119
208.655,0.0119
209.040,0.0119
209.426,0.0119
209.812,0.0119
210.197,0.0115
210.583,0.0122
210.969,0.0113
211.355,0.0121
211.741,0.0124
212.127,0.0124
212.513,0.0121
212.899,0.0124
213.285,0.0115
213.671,0.0123
214.057,0.0119
214.443,0.0117
214.829,0.0120
215.215,0.0120
215.602,0.0116
215.988,0.0113
216.374,0.0118
216.761,0.0122
217.147,0.0122
217.534,0.0119
217.920,0.0116
218.307,0.0116
218.694,0.0114
219.080,0.0118
219.467,0.0123
219.854,0.0131
220.240,0.0129
220.627,0.0127
221.014,0.0123
221.401,0.0134
221.788,0.0143
222.175,0.0136
222.562,0.0142
222.949,0.0140
223.336,0.0145
223.723,0.0148
224.110,0.0149
224.497,0.0149
224.885,0.0150
225.272,0.0156
225.659,0.0157
226.047,0.0158
226.434,0.0158
226.822,0.0163
227.209,0.0171
227.597,0.0176
227.984,0.0177
228.372,0.0185
228.759,0.0191
229.147,0.0199
229.535,0.0206
229.923,0.0208
230.310,0.0210
230.698,0.0216
231.086,0.0230
231.474,0.0238
231.862,0.0248
232.250,0.0242
232.638,0.0248
233.026,0.0260
233.414,0.0254
233.802,0.0260
234.191,0.0268
234.579,0.0276
234.967,0.0288
235.355,0.0289
235.744,0.0290
236.132,0.0309
236.521,0.0313
236.909,0.0313
237.298,0.0312
237.686,0.0316
238.075,0.0322
238.463,0.0331
238.852,0.0345
239.241,0.0346
239.629,0.0327
240.018,0.0331
240.407,0.0345
240.796,0.0349
241.185,0.0356
241.574,0.0359
241.963,0.0356
242.352,0.0357
242.741,0.0360
243.130,0.0363
243.519,0.0365
243.908,0.0368
244.297,0.0357
244.687,0.0354
245.076,0.0361
245.465,0.0355
245.855,0.0362
246.244,0.0355
246.634,0.0366
247.023,0.0370
247.413,0.0364
247.802,0.0368
248.192,0.0367
248.581,0.0371
248.971,0.0374
249.361,0.0382
249.751,0.0389
250.140,0.0393
250.530,0.0393
250.920,0.0395
251.310,0.0391
251.700,0.0395
252.090,0.0389
252.480,0.0383
252.870,0.0387
253.260,0.0392
253.650,0.0382
254.040,0.0390
254.431,0.0393
254.821,0.0388
255.211,0.0385
255.601,0.0384
255.992,0.0389
256.382,0.0386
256.773,0.0395
257.163,0.0386
257.554,0.0381
257.944,0.0391
258.335,0.0373
258.725,0.0375
259.116,0.0370
259.507,0.0371
259.898,0.0371
260.288,0.0366
260.679,0.0366
261.070,0.0370
261.461,0.0366
261.852,0.0367
262.243,0.0366
262.634,0.0356
263.025,0.0353
263.416,0.0357
263.807,0.0357
264.198,0.0352
264.589,0.0351
264.981,0.0346
265.372,0.0339
265.763,0.0337
266.155,0.0331
266.546,0.0334
266.937,0.0334
267.329,0.0326
267.720,0.0333
268.112,0.0332
268.504,0.0330
268.895,0.0329
269.287,0.0326
269.678,0.0322
270.070,0.0326
270.462,0.0331
270.854,0.0341
271.246,0.0347
271.637,0.0343
272.029,0.0344
272.421,0.0353
272.813,0.0342
273.205,0.0342
273.597,0.0333
273.989,0.0349
274.382,0.0347
274.774,0.0356
275.166,0.0357
275.558,0.0352
275.950,0.0352
276.343,0.0361
276.735,0.0356
277.127,0.0346
277.520,0.0354
277.912,0.0352
278.305,0.0353
278.697,0.0357
279.090,0.0357
279.483,0.0351
279.875,0.0362
280.268,0.0363
280.661,0.0363
281.053,0.0362
281.446,0.0362
281.839,0.0362
282.232,0.0354
282.625,0.0363
283.018,0.0358
283.411,0.0358
283.804,0.0362
284.197,0.0357
284.590,0.0366
284.983,0.0362
285.376,0.0370
285.769,0.0368
286.163,0.0368
286.556,0.0363
286.949,0.0366
287.342,0.0362
287.736,0.0363
288.129,0.0370
288.523,0.0364
288.916,0.0362
289.310,0.0359
289.703,0.0364
290.097,0.0364
290.490,0.0366
290.884,0.0361
291.278,0.0363
291.672,0.0357
292.065,0.0362
292.459,0.0365
292.853,0.0360
293.247,0.0359
293.641,0.0366
294.035,0.0363
294.429,0.0362
294.823,0.0359
295.217,0.0368
295.611,0.0370
296.005,0.0368
296.399,0.0374
296.793,0.0379
297.188,0.0376
297.582,0.0370
297.976,0.0373
298.371,0.0369
298.765,0.0375
299.159,0.0372
299.554,0.0371
299.948,0.0377
300.343,0.0389
300.737,0.0394
301.132,0.0396
301.527,0.0406
301.921,0.0407
302.316,0.0410
302.711,0.0407
303.105,0.0410
303.500,0.0420
303.895,0.0415
304.290,0.0416
304.685,0.0423
305.080,0.0422
305.475,0.0423
305.870,0.0420
306.265,0.0420
306.660,0.0418
307.055,0.0423
307.450,0.0429
307.845,0.0438
308.241,0.0435
308.636,0.0435
309.031,0.0433
309.427,0.0434
309.822,0.0429
310.217,0.0424
310.613,0.0430
311.008,0.0432
311.404,0.0432
311.799,0.0429
312.195,0.0428
312.591,0.0427
312.986,0.0427
313.382,0.0429
313.778,0.0433
314.173,0.0432
314.569,0.0433
314.965,0.0436
315.361,0.0444
315.757,0.0439
316.153,0.0429
316.549,0.0420
316.945,0.0420
317.341,0.0426
317.737,0.0424
318.133,0.0413
318.529,0.0405
318.925,0.0400
319.321,0.0402
319.718,0.0407
320.114,0.0407
320.510,0.0411
320.906,0.0402
321.303,0.0399
321.699,0.0394
322.096,0.0384
322.492,0.0387
322.889,0.0382
323.285,0.0380
323.682,0.0384
324.078,0.0374
324.475,0.0367
324.872,0.0364
325.268,0.0366
325.665,0.0362
326.062,0.0365
326.459,0.0367
326.856,0.0356
327.253,0.0354
327.649,0.0354
328.046,0.0358
328.443,0.0348
328.840,0.0349
329.237,0.0347
329.635,0.0349
330.032,0.0346
330.429,0.0349
330.826,0.0352
331.223,0.0349
331.621,0.0343
332.018,0.0350
332.415,0.0345
332.812,0.0355
333.210,0.0348
333.607,0.0354
334.005,0.0358
334.402,0.0360
334.800,0.0358
335.197,0.0355
335.595,0.0355
335.993,0.0355
336.390,0.0356
336.788,0.0356
337.186,0.0354
337.583,0.0359
337.981,0.0368
338.379,0.0373
338.777,0.0374
339.175,0.0378
339.573,0.0377
339.971,0.0375
340.369,0.0377
340.767,0.0382
341.165,0.0388
341.563,0.0383
341.961,0.0384
342.359,0.0382
342.757,0.0381
343.156,0.0389
343.554,0.0389
343.952,0.0385
344.350,0.0388
344.749,0.0394
345.147,0.0399
345.546,0.0392
345.944,0.0397
346.343,0.0401
346.741,0.0402
347.140,0.0396
347.538,0.0393
347.937,0.0393
348.336,0.0401
348.734,0.0395
349.133,0.0391
349.532,0.0393
349.931,0.0391
350.329,0.0390
350.728,0.0391
351.127,0.0388
351.526,0.0390
351.925,0.0391
352.324,0.0390
352.723,0.0393
353.122,0.0385
353.521,0.0381
353.920,0.0382
354.319,0.0380
354.719,0.0382
355.118,0.0386
355.517,0.0383
355.916,0.0375
356.316,0.0374
356.715,0.0373
357.114,0.0368
357.514,0.0368
357.913,0.0366
358.313,0.0366
358.712,0.0365
359.112,0.0362
359.511,0.0355
359.911,0.0348
360.310,0.0348
360.710,0.0348
361.110,0.0344
361.510,0.0342
361.909,0.0335
362.309,0.0333
362.709,0.0331
363.109,0.0331
363.509,0.0323
363.909,0.0322
364.309,0.0317
364.708,0.0315
365.108,0.0316
365.509,0.0318
365.909,0.0312
366.309,0.0311
366.709,0.0307
367.109,0.0311
367.509,0.0305
367.909,0.0308
368.310,0.0309
368.710,0.0313
369.110,0.0306
369.511,0.0309
369.911,0.0304
370.312,0.0301
370.712,0.0299
371.113,0.0295
371.513,0.0297
371.914,0.0301
372.314,0.0302
372.715,0.0306
373.115,0.0310
373.516,0.0305
373.917,0.0298
374.318,0.0304
374.718,0.0298
375.119,0.0301
375.520,0.0306
375.921,0.0311
376.322,0.0317
376.723,0.0315
377.124,0.0317
377.525,0.0320
377.926,0.0325
378.327,0.0330
378.728,0.0337
379.129,0.0338
379.530,0.0340
379.931,0.0342
380.332,0.0349
380.734,0.0351
381.135,0.0351
381.536,0.0352
381.938,0.0353
382.339,0.0358
382.740,0.0349
383.142,0.0358
383.543,0.0363
383.945,0.0360
384.346,0.0363
384.748,0.0369
385.149,0.0374
385.551,0.0370
385.953,0.0374
386.354,0.0392
386.756,0.0400
387.158,0.0405
387.560,0.0412
387.961,0.0411
388.363,0.0410
388.765,0.0406
389.167,0.0399
389.569,0.0400
389.971,0.0402
390.373,0.0411
390.775,0.0411
391.177,0.0421
391.579,0.0426
391.981,0.0444
392.383,0.0448
392.785,0.0456
393.187,0.0449
393.590,0.0450
393.992,0.0456
394.394,0.0450
394.796,0.0447
395.199,0.0445
395.601,0.0437
396.004,0.0435
396.406,0.0441
396.808,0.0454
397.211,0.0464
397.613,0.0482
398.016,0.0488
398.419,0.0492
398.821,0.0486
399.224,0.0487
399.627,0.0488
400.029,0.0482
400.432,0.0474
400.835,0.0475
401.238,0.0474
401.640,0.0478
402.043,0.0475
402.446,0.0472
402.849,0.0467
403.252,0.0470
403.655,0.0470
404.058,0.0471
404.461,0.0480
404.864,0.0481
405.267,0.0479
405.670,0.0474
406.073,0.0468
406.477,0.0470
406.880,0.0456
407.283,0.0448
407.686,0.0447
408.090,0.0456
408.493,0.0460
408.896,0.0459
409.300,0.0460
409.703,0.0462
410.106,0.0453
410.510,0.0442
410.913,0.0441
411.317,0.0449
411.720,0.0453
412.124,0.0454
412.528,0.0457
412.931,0.0457
413.335,0.0439
413.739,0.0426
414.142,0.0415
414.546,0.0404
414.950,0.0401
415.354,0.0396
415.758,0.0394
416.162,0.0392
416.565,0.0381
416.969,0.0389
417.373,0.0388
417.777,0.0380
418.181,0.0391
418.585,0.0397
418.990,0.0393
419.394,0.0404
419.798,0.0413
420.202,0.0422
420.606,0.0440
421.010,0.0454
421.415,0.0462
421.819,0.0473
422.223,0.0465
422.628,0.0472
423.032,0.0479
423.436,0.0477
423.841,0.0471
424.245,0.0463
424.650,0.0451
425.054,0.0440
425.459,0.0426
425.863,0.0417
426.268,0.0413
426.673,0.0422
427.077,0.0424
427.482,0.0422
427.887,0.0423
428.291,0.0420
428.696,0.0418
429.101,0.0420
429.506,0.0423
429.911,0.0426
430.315,0.0430
430.720,0.0419
431.125,0.0410
431.530,0.0398
431.935,0.0389
432.340,0.0388
432.745,0.0382
433.150,0.0393
433.556,0.0407
433.961,0.0412
434.366,0.0404
434.771,0.0401
435.176,0.0407
435.581,0.0402
435.987,0.0403
436.392,0.0413
436.797,0.0412
437.203,0.0413
437.608,0.0409
438.014,0.0410
438.419,0.0420
438.824,0.0412
439.230,0.0408
439.635,0.0407
440.041,0.0399
440.447,0.0402
440.852,0.0432
441.258,0.0461
441.663,0.0462
442.069,0.0457
442.475,0.0457
442.881,0.0450
443.286,0.0456
443.692,0.0472
444.098,0.0474
444.504,0.0467
444.910,0.0464
445.316,0.0466
445.722,0.0468
446.128,0.0466
446.534,0.0467
446.940,0.0469
447.346,0.0469
447.752,0.0471
448.158,0.0468
448.564,0.0467
448.970,0.0467
449.376,0.0477
449.783,0.0481
450.189,0.0479
450.595,0.0471
451.001,0.0466
451.408,0.0461
451.814,0.0457
452.220,0.0459
452.627,0.0461
453.033,0.0454
453.440,0.0453
453.846,0.0455
454.253,0.0457
454.659,0.0461
455.066,0.0465
455.472,0.0462
455.879,0.0469
456.285,0.0479
456.692,0.0483
457.099,0.0490
457.506,0.0502
457.912,0.0509
458.319,0.0519
458.726,0.0523
459.133,0.0519
459.540,0.0517
459.946,0.0524
460.353,0.0518
460.760,0.0514
461.167,0.0509
461.574,0.0502
461.981,0.0499
462.388,0.0502
462.795,0.0521
463.202,0.0537
463.610,0.0551
464.017,0.0569
464.424,0.0581
464.831,0.0590
465.238,0.0583
465.646,0.0573
466.053,0.0564
466.460,0.0552
466.867,0.0543
467.275,0.0534
467.682,0.0528
468.090,0.0525
468.497,0.0521
468.905,0.0509
469.312,0.0506
469.720,0.0494
470.127,0.0480
470.535,0.0478
470.942,0.0474
471.350,0.0472
471.757,0.0479
472.165,0.0487
472.573,0.0499
472.981,0.0511
473.388,0.0504
473.796,0.0507
474.204,0.0507
474.612,0.0515
475.020,0.0509
475.427,0.0516
475.835,0.0514
476.243,0.0514
476.651,0.0515
477.059,0.0512
477.467,0.0511
477.875,0.0514
478.283,0.0520
478.691,0.0528
479.099,0.0534
479.508,0.0547
479.916,0.0555
480.324,0.0556
480.732,0.0562
481.140,0.0566
481.549,0.0564
481.957,0.0561
482.365,0.0563
482.774,0.0569
483.182,0.0574
483.590,0.0589
483.999,0.0616
484.407,0.0656
484.816,0.0733
485.224,0.0874
485.633,0.0977
486.041,0.0999
486.450,0.0956
486.858,0.0834
487.267,0.0713
487.676,0.0644
488.084,0.0615
488.493,0.0602
488.902,0.0594
489.310,0.0595
489.719,0.0597
490.128,0.0594
490.537,0.0589
490.946,0.0574
491.354,0.0571
491.763,0.0567
492.172,0.0563
492.581,0.0558
492.990,0.0557
493.399,0.0556
493.808,0.0552
494.217,0.0540
494.626,0.0529
495.035,0.0523
495.444,0.0525
495.853,0.0527
496.263,0.0537
496.672,0.0535
497.081,0.0526
497.490,0.0526
497.900,0.0526
498.309,0.0540
498.718,0.0547
499.127,0.0550
499.537,0.0553
499.946,0.0547
500.356,0.0543
500.765,0.0544
501.174,0.0547
501.584,0.0549
501.993,0.0563
502.403,0.0566
502.812,0.0559
503.222,0.0559
503.632,0.0555
504.041,0.0550
504.451,0.0539
504.861,0.0542
505.270,0.0544
505.680,0.0544
506.090,0.0543
506.499,0.0532
506.909,0.0523
507.319,0.0519
507.729,0.0512
508.139,0.0507
508.549,0.0508
508.959,0.0512
509.369,0.0501
509.779,0.0503
510.188,0.0497
510.598,0.0501
511.008,0.0504
511.419,0.0503
511.829,0.0502
512.239,0.0502
512.649,0.0501
513.059,0.0495
513.469,0.0498
513.879,0.0498
514.290,0.0495
514.700,0.0492
515.110,0.0483
515.520,0.0486
515.931,0.0483
516.341,0.0480
516.751,0.0480
517.162,0.0474
517.572,0.0476
517.983,0.0471
518.393,0.0478
518.804,0.0493
519.214,0.0494
519.625,0.0490
520.035,0.0493
520.446,0.0488
520.856,0.0485
521.267,0.0477
521.677,0.0484
522.088,0.0481
522.499,0.0483
522.910,0.0483
523.320,0.0486
523.731,0.0490
524.142,0.0494
524.553,0.0491
524.963,0.0492
525.374,0.0499
525.785,0.0496
526.196,0.0504
526.607,0.0508
527.018,0.0510
527.429,0.0512
527.840,0.0513
528.251,0.0515
528.662,0.0512
529.073,0.0521
529.484,0.0517
529.895,0.0511
530.306,0.0514
530.717,0.0525
531.129,0.0518
531.540,0.0510
531.951,0.0511
532.362,0.0520
532.773,0.0533
533.185,0.0550
533.596,0.0560
534.007,0.0559
534.419,0.0555
534.830,0.0554
535.241,0.0554
535.653,0.0553
536.064,0.0543
536.476,0.0531
536.887,0.0528
537.299,0.0533
537.710,0.0538
538.122,0.0546
538.533,0.0560
538.945,0.0560
539.357,0.0560
539.768,0.0555
540.180,0.0555
540.591,0.0554
541.003,0.0555
541.415,0.0560
541.827,0.0567
542.238,0.0564
542.650,0.0560
543.062,0.0550
543.474,0.0540
543.886,0.0532
544.298,0.0536
544.709,0.0533
545.121,0.0521
545.533,0.0507
545.945,0.0507
546.357,0.0509
546.769,0.0505
547.181,0.0508
547.593,0.0520
548.006,0.0526
548.418,0.0519
548.830,0.0523
549.242,0.0515
549.654,0.0502
550.066,0.0499
550.478,0.0494
550.891,0.0488
551.303,0.0491
551.715,0.0505
552.127,0.0506
552.540,0.0506
552.952,0.0503
553.365,0.0499
553.777,0.0499
554.189,0.0494
554.602,0.0485
555.014,0.0490
555.427,0.0492
555.839,0.0491
556.252,0.0493
556.664,0.0479
557.077,0.0476
557.489,0.0476
557.902,0.0457
558.314,0.0443
558.727,0.0427
559.140,0.0424
559.552,0.0421
559.965,0.0422
560.378,0.0429
560.791,0.0426
561.203,0.0420
561.616,0.0419
562.029,0.0413
562.442,0.0412
562.854,0.0409
563.267,0.0404
563.680,0.0410
564.093,0.0412
564.506,0.0414
564.919,0.0416
565.332,0.0421
565.745,0.0427
566.158,0.0429
566.571,0.0436
566.984,0.0455
567.397,0.0467
567.810,0.0471
568.223,0.0479
568.637,0.0496
569.050,0.0527
569.463,0.0548
569.876,0.0564
570.289,0.0569
570.703,0.0579
571.116,0.0589
571.529,0.0589
571.942,0.0598
572.356,0.0602
572.769,0.0600
573.182,0.0611
573.596,0.0625
574.009,0.0637
574.423,0.0637
574.836,0.0627
575.249,0.0620
575.663,0.0616
576.076,0.0617
576.490,0.0636
576.904,0.0670
577.317,0.0700
577.731,0.0706
578.144,0.0685
578.558,0.0666
578.972,0.0658
579.385,0.0662
579.799,0.0662
580.213,0.0671
580.626,0.0708
581.040,0.0741
581.454,0.0755
581.868,0.0762
582.281,0.0718
582.695,0.0650
583.109,0.0593
583.523,0.0575
583.937,0.0578
584.351,0.0603
584.765,0.0618
585.179,0.0606
585.593,0.0571
586.007,0.0537
586.421,0.0516
586.835,0.0507
587.249,0.0512
587.663,0.0520
588.077,0.0506
588.491,0.0477
588.905,0.0448
589.319,0.0424
589.733,0.0412
590.147,0.0405
590.562,0.0390
590.976,0.0379
591.390,0.0392
591.804,0.0413
592.219,0.0427
592.633,0.0442
593.047,0.0457
593.462,0.0455
593.876,0.0444
594.290,0.0444
594.705,0.0436
595.119,0.0445
595.534,0.0444
595.948,0.0420
596.362,0.0411
596.777,0.0406
597.191,0.0411
597.606,0.0411
598.020,0.0410
598.435,0.0414
598.850,0.0429
599.264,0.0442
599.679,0.0433
600.094,0.0428
600.508,0.0438
600.923,0.0444
601.338,0.0439
601.752,0.0434
602.167,0.0428
602.582,0.0440
602.996,0.0435
603.411,0.0430
603.826,0.0411
604.241,0.0396
604.656,0.0376
605.071,0.0378
605.485,0.0380
605.900,0.0383
606.315,0.0382
606.730,0.0378
607.145,0.0364
607.560,0.0359
607.975,0.0361
608.390,0.0357
608.805,0.0359
609.220,0.0362
609.635,0.0365
610.050,0.0371
610.466,0.0379
610.881,0.0382
611.296,0.0378
611.711,0.0373
612.126,0.0371
612.541,0.0366
612.956,0.0363
613.372,0.0367
613.787,0.0365
614.202,0.0368
614.617,0.0374
615.033,0.0373
615.448,0.0375
615.863,0.0364
616.279,0.0350
616.694,0.0351
617.110,0.0354
617.525,0.0361
617.940,0.0360
618.356,0.0363
618.771,0.0363
619.187,0.0365
619.602,0.0363
620.018,0.0362
620.433,0.0368
620.849,0.0359
621.265,0.0338
621.680,0.0343
622.096,0.0347
622.511,0.0352
622.927,0.0365
623.343,0.0361
623.758,0.0354
624.174,0.0343
624.590,0.0342
625.005,0.0356
625.421,0.0350
625.837,0.0346
626.253,0.0350
626.669,0.0344
627.084,0.0338
627.500,0.0328
627.916,0.0323
628.332,0.0324
628.748,0.0320
629.164,0.0319
629.580,0.0307
629.996,0.0307
630.412,0.0311
630.828,0.0313
631.244,0.0311
631.660,0.0295
632.076,0.0287
632.492,0.0286
632.908,0.0272
633.324,0.0260
633.740,0.0262
634.156,0.0257
634.572,0.0250
634.988,0.0251
635.404,0.0251
635.821,0.0249
636.237,0.0247
636.653,0.0250
637.069,0.0245
637.485,0.0235
637.902,0.0235
638.318,0.0232
638.734,0.0231
639.151,0.0224
639.567,0.0223
639.983,0.0214
640.400,0.0201
640.816,0.0197
641.232,0.0193
641.649,0.0188
642.065,0.0184
642.482,0.0180
642.898,0.0194
643.315,0.0199
643.731,0.0198
644.148,0.0186
644.564,0.0181
644.981,0.0175
645.397,0.0169
645.814,0.0171
646.231,0.0171
646.647,0.0173
647.064,0.0170
647.480,0.0163
647.897,0.0163
648.314,0.0163
648.731,0.0160
649.147,0.0166
649.564,0.0162
649.981,0.0162
650.397,0.0151
650.814,0.0153
651.231,0.0154
651.648,0.0145
652.065,0.0144
652.482,0.0140
652.898,0.0137
653.315,0.0138
653.732,0.0128
654.149,0.0138
654.566,0.0181
654.983,0.0289
655.400,0.0431
655.817,0.0523
656.234,0.0538
656.651,0.0482
657.068,0.0370
657.485,0.0247
657.902,0.0173
658.319,0.0147
658.736,0.0126
659.153,0.0120
659.570,0.0119
659.987,0.0116
660.405,0.0108
660.822,0.0111
661.239,0.0109
661.656,0.0112
662.073,0.0120
662.491,0.0123
662.908,0.0120
663.325,0.0123
663.742,0.0120
664.160,0.0122
664.577,0.0123
664.994,0.0131
665.411,0.0134
665.829,0.0128
666.246,0.0126
666.664,0.0124
667.081,0.0130
667.498,0.0127
667.916,0.0126
668.333,0.0121
668.751,0.0127
669.168,0.0132
669.586,0.0140
670.003,0.0144
670.421,0.0140
670.838,0.0138
671.256,0.0133
671.673,0.0125
672.091,0.0121
672.508,0.0120
672.926,0.0134
673.344,0.0142
673.761,0.0144
674.179,0.0144
674.597,0.0146
675.014,0.0155
675.432,0.0153
675.850,0.0162
