Data Generated by    ,Optosky
Save time:,2022/4/4 18:09:52
Material:, 
Integrate time:,10ms
Driver current:,700mA
Filter level:,NONE
Accumulate:,10
X Axis Unit:,WaveLength
position,value
206.727,0.0069
207.113,0.0069
207.498,0.0069
207.884,0.0069
208.269,0.0069
208.655,0.0069
209.040,0.0069
209.426,0.0069
209.812,0.0069
210.197,0.0076
210.583,0.0082
210.969,0.0076
211.355,0.0076
211.741,0.0077
212.127,0.0074
212.513,0.0074
212.899,0.0079
213.285,0.0079
213.671,0.0075
214.057,0.0081
214.443,0.0082
214.829,0.0084
215.215,0.0086
215.602,0.0084
215.988,0.0096
216.374,0.0097
216.761,0.0100
217.147,0.0101
217.534,0.0095
217.920,0.0087
218.307,0.0087
218.694,0.0089
219.080,0.0089
219.467,0.0081
219.854,0.0085
220.240,0.0090
220.627,0.0099
221.014,0.0098
221.401,0.0103
221.788,0.0106
222.175,0.0116
222.562,0.0115
222.949,0.0119
223.336,0.0121
223.723,0.0126
224.110,0.0127
224.497,0.0129
224.885,0.0121
225.272,0.0128
225.659,0.0137
226.047,0.0129
226.434,0.0138
226.822,0.0144
227.209,0.0156
227.597,0.0158
227.984,0.0170
228.372,0.0172
228.759,0.0176
229.147,0.0182
229.535,0.0192
229.923,0.0203
230.310,0.0203
230.698,0.0206
231.086,0.0201
231.474,0.0208
231.862,0.0218
232.250,0.0226
232.638,0.0227
233.026,0.0240
233.414,0.0246
233.802,0.0261
234.191,0.0255
234.579,0.0272
234.967,0.0281
235.355,0.0277
235.744,0.0283
236.132,0.0282
236.521,0.0282
236.909,0.0290
237.298,0.0288
237.686,0.0291
238.075,0.0286
238.463,0.0301
238.852,0.0297
239.241,0.0311
239.629,0.0312
240.018,0.0314
240.407,0.0312
240.796,0.0317
241.185,0.0326
241.574,0.0329
241.963,0.0331
242.352,0.0333
242.741,0.0335
243.130,0.0331
243.519,0.0328
243.908,0.0332
244.297,0.0327
244.687,0.0325
245.076,0.0329
245.465,0.0329
245.855,0.0326
246.244,0.0328
246.634,0.0332
247.023,0.0326
247.413,0.0333
247.802,0.0339
248.192,0.0342
248.581,0.0348
248.971,0.0341
249.361,0.0340
249.751,0.0354
250.140,0.0357
250.530,0.0349
250.920,0.0342
251.310,0.0344
251.700,0.0350
252.090,0.0357
252.480,0.0352
252.870,0.0355
253.260,0.0356
253.650,0.0364
254.040,0.0364
254.431,0.0366
254.821,0.0361
255.211,0.0353
255.601,0.0358
255.992,0.0358
256.382,0.0354
256.773,0.0352
257.163,0.0355
257.554,0.0355
257.944,0.0346
258.335,0.0336
258.725,0.0330
259.116,0.0324
259.507,0.0323
259.898,0.0327
260.288,0.0326
260.679,0.0329
261.070,0.0328
261.461,0.0328
261.852,0.0327
262.243,0.0331
262.634,0.0323
263.025,0.0308
263.416,0.0313
263.807,0.0315
264.198,0.0314
264.589,0.0308
264.981,0.0302
265.372,0.0307
265.763,0.0298
266.155,0.0288
266.546,0.0283
266.937,0.0299
267.329,0.0301
267.720,0.0298
268.112,0.0293
268.504,0.0294
268.895,0.0290
269.287,0.0288
269.678,0.0288
270.070,0.0286
270.462,0.0287
270.854,0.0287
